ticker,date,open,high,low,close
PUNDIX,2022-05-14,0.456223,0.552781,0.430224,0.468297
PUNDIX,2022-05-15,0.467298,0.504394,0.467298,0.501347
PUNDIX,2022-05-16,0.504394,0.559328,0.498351,0.529311
PUNDIX,2022-05-17,0.523319,0.527314,0.498301,0.520375
PUNDIX,2022-05-18,0.523371,0.539298,0.484321,0.484321
PUNDIX,2022-05-19,0.484321,0.49136,0.455407,0.482517
PUNDIX,2022-05-20,0.481566,0.500599,0.467392,0.478425
PUNDIX,2022-05-21,0.478425,0.49136,0.469436,0.487366
PUNDIX,2022-05-22,0.488315,0.542348,0.487366,0.518377
PUNDIX,2022-05-23,0.519376,0.55944,0.515381,0.520323
PUNDIX,2022-05-24,0.519376,0.552392,0.475429,0.504344
PUNDIX,2022-05-25,0.505342,0.513383,0.485465,0.496404
PUNDIX,2022-05-26,0.498451,0.506442,0.448506,0.475524
PUNDIX,2022-05-27,0.478473,0.488511,0.447552,0.461492
PUNDIX,2022-05-28,0.461469,0.486352,0.458376,0.473445
PUNDIX,2022-05-29,0.473436,0.50343,0.465492,0.483482
PUNDIX,2022-05-30,0.483497,0.520635,0.483497,0.520635
PUNDIX,2022-05-31,0.519636,0.52763,0.505595,0.516586
PUNDIX,2022-06-01,0.516607,0.630413,0.501498,0.51054
PUNDIX,2022-06-02,0.512538,0.524528,0.498501,0.519532
PUNDIX,2022-06-03,0.519532,0.526599,0.498541,0.510555
PUNDIX,2022-06-04,0.511555,0.519506,0.498476,0.509612
PUNDIX,2022-06-05,0.510617,0.572513,0.504591,0.527504
PUNDIX,2022-06-06,0.527504,0.644445,0.527498,0.557526
PUNDIX,2022-06-07,0.55853,0.563549,0.507568,0.537559
PUNDIX,2022-06-08,0.538569,0.540589,0.511698,0.526657
PUNDIX,2022-06-09,0.527657,0.527662,0.513594,0.517565
PUNDIX,2022-06-10,0.516561,0.521645,0.475476,0.481383
PUNDIX,2022-06-11,0.481383,0.510412,0.444453,0.454486
PUNDIX,2022-06-12,0.456488,0.46047,0.411419,0.424477
PUNDIX,2022-06-13,0.42248,0.439441,0.325511,0.350516
PUNDIX,2022-06-14,0.346511,0.356479,0.305553,0.326608
PUNDIX,2022-06-15,0.328608,0.354609,0.302455,0.350473
PUNDIX,2022-06-16,0.3545,0.3845,0.337,0.341
