ticker,date,open,high,low,close
FEI,2022-05-12,0.962631,0.986924,0.936734,0.980447
FEI,2022-05-13,0.982641,0.987117,0.97184,0.972344
FEI,2022-05-14,0.971848,0.995764,0.96127,0.994746
FEI,2022-05-15,0.986347,0.995504,0.97383,0.97383
FEI,2022-05-16,0.983799,0.983799,0.978588,0.978876
FEI,2022-05-17,0.978766,0.987425,0.976928,0.986615
FEI,2022-05-18,0.985617,0.986615,0.980923,0.98352
FEI,2022-05-19,0.984618,0.986812,0.981221,0.982315
FEI,2022-05-20,0.982815,0.994524,0.980921,0.985616
FEI,2022-05-21,0.981421,0.986615,0.980823,0.981123
FEI,2022-05-22,0.981123,0.986516,0.980725,0.98182
FEI,2022-05-23,0.98212,0.986515,0.98102,0.984018
FEI,2022-05-24,0.9907,1.00717,0.983119,0.985238
FEI,2022-05-25,0.984999,0.990671,0.98222,0.985516
FEI,2022-05-26,0.98112,0.986713,0.980921,0.981418
FEI,2022-05-27,0.982816,0.991029,0.976355,0.97856
FEI,2022-05-28,0.989271,0.990599,0.977834,0.978334
FEI,2022-05-29,0.981721,0.985923,0.98099,0.981768
FEI,2022-05-30,0.982697,0.984513,0.98103,0.983513
FEI,2022-05-31,0.981413,0.989007,0.981216,0.98701
FEI,2022-06-01,0.98621,0.988618,0.98102,0.981516
FEI,2022-06-02,0.981418,0.983114,0.981118,0.981216
FEI,2022-06-03,0.984113,0.985511,0.979878,0.982025
FEI,2022-06-04,0.982094,0.985311,0.979377,0.981853
FEI,2022-06-05,0.983062,0.983121,0.97932,0.982305
FEI,2022-06-06,0.981087,0.98701,0.979698,0.981565
FEI,2022-06-07,0.984063,0.987039,0.981265,0.987039
FEI,2022-06-08,0.98701,0.987464,0.981462,0.987158
FEI,2022-06-09,0.986668,0.987168,0.981246,0.981565
FEI,2022-06-10,0.981265,0.987128,0.981255,0.98266
FEI,2022-06-11,0.985846,0.986763,0.98103,0.984286
FEI,2022-06-12,0.986674,0.986694,0.981103,0.984088
FEI,2022-06-13,0.98259,0.986585,0.979694,0.98404
FEI,2022-06-14,0.982832,0.990249,0.980656,0.99012
FEI,2022-06-15,0.978246,0.993306,0.97803,0.984917
FEI,2022-06-16,0.994675,0.994675,0.975432,0.975432
FEI,2022-06-17,0.981673,0.98436,0.973746,0.978738
FEI,2022-06-18,0.97693,0.993028,0.976269,0.976416
FEI,2022-06-19,0.982632,1.0002,0.982632,0.997302
FEI,2022-06-20,0.997402,0.997901,0.997202,0.997502
FEI,2022-06-21,0.993306,0.993306,0.976826,0.981518
FEI,2022-06-22,0.985813,1.0028,0.985015,0.992706
FEI,2022-06-23,0.994205,0.997002,0.985314,0.991108
FEI,2022-06-24,0.990009,0.994005,0.981616,0.987529
FEI,2022-06-25,0.981852,0.98196,0.981303,0.981303
FEI,2022-06-26,0.987967,0.988894,0.98541,0.985698
FEI,2022-06-27,0.986418,0.993655,0.985163,0.985712
FEI,2022-06-28,0.986891,0.994444,0.984907,0.985626
FEI,2022-06-29,0.984877,0.991599,0.984631,0.985416
FEI,2022-06-30,0.985616,0.986464,0.984729,0.984917
FEI,2022-07-01,0.986415,0.98941,0.984818,0.98941
FEI,2022-07-02,0.986414,1.01488,0.984818,0.991209
FEI,2022-07-03,0.988612,1.00279,0.918712,0.947067
FEI,2022-07-04,0.945669,1.00379,0.932786,0.995404
FEI,2022-07-05,0.989012,1.00529,0.927778,0.977524
FEI,2022-07-06,0.976724,1.0007,0.940071,0.991908
FEI,2022-07-07,0.990609,0.999699,0.926986,0.994003
FEI,2022-07-08,0.998401,0.999,0.981011,0.987607
FEI,2022-07-09,0.990905,0.996602,0.98311,0.993603
FEI,2022-07-10,0.993603,1.0012,0.945732,0.988407
FEI,2022-07-11,0.987307,1.0011,0.944533,0.986212
FEI,2022-07-12,0.987611,0.995603,0.945254,0.981418
FEI,2022-07-13,0.986152,0.994874,0.940715,0.979118
